videoId,missingTitleLanguages,missingDescriptionLanguages,studyQ1,studyQ2,studyQ3,studyQ4,studyQ5,studyQ6,studyQ7
7_0-nur10,0,0,19,19,19,N/A,N/A,N/A,N/A
10_Darkroom00Trailer60sec,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10_Darkroom01Doubt,1,1,19,19,19,19,N/A,N/A,N/A
3_0-40DWJ_36-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
3_0-8DWJ-WIJ_08-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
7_0-nur01,0,0,19,N/A,N/A,N/A,N/A,N/A,N/A
3_IAm1203-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
7_0-nfs0501,0,0,19,19,N/A,N/A,N/A,N/A,N/A
4_DealingWithSelfDoubt,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOJohn2201,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1_riv_11-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_0-LeaderImpact_04,19,19,19,19,19,N/A,N/A,N/A,N/A
1_wl74-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_ElCamWaySJEN,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_0-40DWJ_16-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
6_GOMatt2519,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7310-0-0,0,0,0,0,0,0,0,N/A,N/A
9_0-TheSavior5514,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9_0-TheSavior5518,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7_0-nur02,0,0,19,19,19,N/A,N/A,N/A,N/A
3_0-40DWJ_24-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
3_DWJPrayer0903-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
7_0-nfs0601,0,0,19,19,N/A,N/A,N/A,N/A,N/A
2_Acts7362-0-0,0,0,0,0,0,0,N/A,N/A,N/A
6_GOJohn2203,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_DWJPrayer0904-0-0,0,0,0,0,0,0,N/A,N/A,N/A
3_0-7DWJ-WWJ_02-0-0,0,0,0,0,0,0,N/A,N/A,N/A
1_fj_1-0-0,0,0,0,0,0,0,N/A,N/A,N/A
6_GOJohn2205,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_DWJPrayer0908-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_ElCamWaySJEN7HopePeace,1,1,19,19,19,N/A,N/A,N/A,N/A
3_IAm1210-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_GOJ4941-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_GOJ4939-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_GOJ4921-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_GOJ4902-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
3_IAm1212-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_BoA_BibleStudy1208-0-0,19,19,19,19,19,N/A,N/A,N/A,N/A
3_0-8DWJ-WIJ_04-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_FileZero15-0-0,0,0,19,19,N/A,N/A,N/A,N/A,N/A
2_0-Tumlukden,0,0,0,0,0,N/A,N/A,N/A,N/A
2_Acts7355-0-0,0,0,0,0,0,0,N/A,N/A,N/A
12_Washi,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_DWJPrayer0901-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_jf6139-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_Acts7303-0-0,0,0,0,0,0,0,0,N/A,N/A
9_0-TheSavior5512,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4_SelfDoubt2BeneathSurface,0,0,19,19,19,N/A,N/A,N/A,N/A
2_0-LeaderImpact_02,19,19,19,19,19,N/A,N/A,N/A,N/A
2_0-LeaderImpact_10,19,19,19,19,19,N/A,N/A,N/A,N/A
11_Shema0306,1,1,19,19,19,N/A,N/A,N/A,N/A
2_0-LeaderImpact_13,19,19,19,19,19,N/A,N/A,N/A,N/A
2_Acts7347-0-0,0,0,0,0,0,0,N/A,N/A,N/A
1_jf6152-0-0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A
10_DarkroomFaith,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7332-0-0,0,0,0,0,0,0,0,N/A,N/A
2_Acts7366-0-0,0,0,0,0,0,0,0,N/A,N/A
2_0-UseThisApp04,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-UseThisApp,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9_0-TheSavior5544,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7360-0-0,0,0,0,0,0,0,N/A,N/A,N/A
7_Origins7Belong0103,1,1,19,19,19,N/A,N/A,N/A,N/A
9_0-TheSavior5503,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_DWJPrayer0907-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
9_0-TheSavior5552,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_0-40DWJ_33-0-0,0,0,0,0,0,0,N/A,N/A,N/A
3_IAm1211-0-0,0,0,0,0,0,0,N/A,N/A,N/A
6_GOMatt2503,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOMatt2525,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_BoA_BibleStudy1209-0-0,19,19,19,19,19,N/A,N/A,N/A,N/A
3_0-40DWJ_22-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_Acts7367-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_Acts7314-0-0,0,0,0,0,0,0,0,N/A,N/A
1_jf6140-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_CSF0202,0,0,0,0,0,0,N/A,N/A,N/A
2_0-Perfect,0,0,0,0,0,N/A,N/A,N/A,N/A
9_0-TheSavior5548,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11_Sermon0110,1,1,19,19,19,N/A,N/A,N/A,N/A
11_Sermon0210,1,1,19,19,19,N/A,N/A,N/A,N/A
3_0-40DWJ_21-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
4_Win2Threshold,0,0,19,19,19,N/A,N/A,N/A,N/A
4_Win4GoodNewsJesusAD9x16,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-PicketFence,0,0,19,19,19,19,N/A,N/A,N/A
3_0-7WDJ-Grace_04-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_GOJ4926-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
10_Darkroom06Suffering,1,1,19,19,19,19,19,19,N/A
2_0-Rent-Check,0,0,0,0,0,0,0,0,0
6_GOMatt2521,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-Conversation,0,0,19,19,19,19,N/A,N/A,N/A
2_0-Waiting-Alchemist,0,0,0,0,0,0,0,N/A,N/A
2_Acts7338-0-0,0,0,0,0,0,0,N/A,N/A,N/A
11_Advent0404,1,1,19,19,19,N/A,N/A,N/A,N/A
7_0-ncs01,0,0,19,19,19,N/A,N/A,N/A,N/A
7_Origins4Connect0303,1,1,19,19,19,N/A,N/A,N/A,N/A
7_0-ncs03,0,0,19,19,19,N/A,N/A,N/A,N/A
7_Light,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7_Origins2Worth,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-WhatIsHome,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7_0-nur03,0,0,19,19,19,N/A,N/A,N/A,N/A
4_Loss3NotAlone,0,0,19,19,19,N/A,N/A,N/A,N/A
2_Acts7326-0-0,0,0,0,0,0,0,0,N/A,N/A
3_RFD0706-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_Acts7343-0-0,0,0,0,0,0,0,0,N/A,N/A
2_Acts7311-0-0,0,0,0,0,0,0,0,N/A,N/A
7_0-nur07,0,0,19,19,N/A,N/A,N/A,N/A,N/A
8_NBC10,0,0,19,19,19,19,N/A,N/A,N/A
7_0-nfs0802,0,0,19,19,N/A,N/A,N/A,N/A,N/A
7_0-nfs0602,0,0,19,19,19,N/A,N/A,N/A,N/A
2_0-Braverman-Account,0,0,0,0,0,0,N/A,N/A,N/A
2_0-Tarek,0,0,0,0,0,0,0,N/A,N/A
2_0-ThisIsFreedom,0,0,0,0,0,0,N/A,N/A,N/A
7_Origins6Guide0303,1,1,19,19,19,N/A,N/A,N/A,N/A
2_FileZero04-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
4_Injury2AskingWhy,0,0,19,19,19,N/A,N/A,N/A,N/A
3_0-7DWJ-WWJ_03-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_GOJ4940-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
6_GOMatt2504,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7330-0-0,0,0,0,0,0,0,N/A,N/A,N/A
9_0-TheSavior5510,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4_Loss5Preview1x1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOMark1508,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_GOJ4929-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_0-Ctrl-Z,0,0,0,0,0,N/A,N/A,N/A,N/A
3_RFD0707-0-0,0,0,0,0,0,0,N/A,N/A,N/A
4_Loss5Preview,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-Uninvited,0,0,0,0,0,N/A,N/A,N/A,N/A
7_0-nfs0402,0,0,19,19,19,N/A,N/A,N/A,N/A
2_Acts7353-0-0,0,0,0,0,0,0,N/A,N/A,N/A
9_0-TheSavior5519,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1_riv_04-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
11_ReadBible1913,5,5,19,19,19,N/A,N/A,N/A,N/A
8_NBC07,0,0,19,19,19,19,N/A,N/A,N/A
3_0-7WDJ-Grace_03-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_wl604428-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_0-La_Busqueda_The_Search,0,1,0,0,0,N/A,N/A,N/A,N/A
2_0-2TorchHavePurpose,0,0,19,19,19,N/A,N/A,N/A,N/A
1_cl13-0-0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-DidJesusHaveToDie,0,0,19,19,19,19,N/A,N/A,N/A
1_fj-0-0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11_ReadBible1904,5,5,19,19,19,N/A,N/A,N/A,N/A
9_CreationtoChristFull,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1_cl1310-0-0,0,0,0,0,0,0,0,N/A,N/A
1_wl604440-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
1_wl604412-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_wl604421-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_wl73-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
11_ReadBible1914,5,5,19,19,19,N/A,N/A,N/A,N/A
7_Origins7Belong0303,1,1,19,19,19,N/A,N/A,N/A,N/A
5_0-NUAChristmas01-0-0,19,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-1113,0,0,19,19,19,N/A,N/A,N/A,N/A
2_0-Breathe,0,0,0,0,0,0,0,N/A,N/A
1_wl604431-0-0,0,0,0,0,0,0,N/A,N/A,N/A
1_cl1313-0-0,0,0,0,0,0,0,0,0,N/A
9_CreationtoChrist0706,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_0-TheCovenant,0,0,19,19,19,N/A,N/A,N/A,N/A
2_0-1TorchThumbsUp,0,0,19,19,19,N/A,N/A,N/A,N/A
2_0-La-Liberte,0,1,0,0,0,0,N/A,N/A,N/A
1_wl604417-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_wl604429-0-0,0,0,0,0,0,0,N/A,N/A,N/A
1_wl604434-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_cl1312-0-0,0,0,0,0,0,0,0,N/A,N/A
3_0-40DWJ_27-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_0-Delight,0,0,0,0,0,N/A,N/A,N/A,N/A
1_wl604436-0-0,0,0,0,0,0,0,N/A,N/A,N/A
1_wl604439-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_wl604443-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
1_wl604444-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_ChosenWitness,0,0,0,0,0,0,N/A,N/A,N/A
2_Acts7305-0-0,0,0,0,0,0,0,0,N/A,N/A
1_jf6155-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
11_Shema,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1_cl1311-0-0,0,0,0,0,0,0,0,0,N/A
1_wl604425-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_wl604426-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_cl1307-0-0,0,0,0,0,0,0,0,N/A,N/A
6_GOJohn2204,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_GOJ4914-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
JFP-Interests-Discipleship,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11_ReadBible,19,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-Legion,0,0,0,0,0,0,N/A,N/A,N/A
9_CreationtoChrist0705,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JFM1,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOLuke2625,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7_0-nur09,0,0,19,19,N/A,N/A,N/A,N/A,N/A
10_Darkroom00Trailer30sec,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anticipate,19,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JFP-Interests-Evangelism,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JF-Language-Stack,19,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11_ReadBible1901,5,5,19,19,19,N/A,N/A,N/A,N/A
1_jf-0-0,0,0,0,0,0,0,N/A,N/A,N/A
1_jf6144-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
JFP-Interests-Student-Resources,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JFP-Interests-Relationships,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-In-Time,0,0,0,0,0,0,N/A,N/A,N/A
2_BoA_BibleStudy1212-0-0,19,19,19,N/A,N/A,N/A,N/A,N/A,N/A
9_0-TheSavior5553,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9_0-TheSavior5522,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JFP-Interests-Women-Resources,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1_jf6149-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_jf6102-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_jf6113-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
11_ReadBible1917,5,5,19,19,19,N/A,N/A,N/A,N/A
1_jf6121-0-0,0,0,0,0,0,0,N/A,N/A,N/A
11_ReadBible1918,5,5,19,19,19,N/A,N/A,N/A,N/A
1_jf6126-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
JFP-Interests-Training,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11_ReadBible1919,5,5,19,19,19,N/A,N/A,N/A,N/A
CS1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOVE40,19,19,19,19,19,19,19,N/A,N/A
7_0-nfs05,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-LeaderImpact_17,19,19,19,19,19,N/A,N/A,N/A,N/A
2_0-Noelevator,0,0,19,19,19,N/A,N/A,N/A,N/A
1_jf6110-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
9_CreationtoChrist0701,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9_CreationtoChrist0702,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JFP-Featured,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOJohn2217,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_0-40DWJ_04-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_BoA_BibleStudy1204-0-0,19,19,19,19,19,19,N/A,N/A,N/A
3_0-7DWJ-WWJ_01-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_0-UseThisApp01,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7345-0-0,0,0,0,0,0,0,N/A,N/A,N/A
9_CreationtoChrist,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_BoA_BibleStudy1206-0-0,19,19,19,19,19,N/A,N/A,N/A,N/A
3_0-40DWJ_18-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_0-LivingWord,0,0,0,0,0,N/A,N/A,N/A,N/A
DWJ1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7_0-nfs0102,0,0,19,19,19,N/A,N/A,N/A,N/A
6_GOMatt2524,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_GOJ4934-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
7_0-nfs0103,0,0,19,19,19,N/A,N/A,N/A,N/A
AFathersLove,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7313-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_0-CanKnowGod,0,0,19,19,19,N/A,N/A,N/A,N/A
7_Origins,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9_CreationtoChrist0703,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_0-LeaderImpact_14,19,19,19,19,19,N/A,N/A,N/A,N/A
2_Augustine,5,5,19,19,19,N/A,N/A,N/A,N/A
3_0-40DWJ_40-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_0-Solitude,0,0,19,19,19,N/A,N/A,N/A,N/A
6_GOLuke2616,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7_0-nfs04,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOMatt2511,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_0-6DWJ-MAP_01-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
4_Injury5Preview9x16,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3_0-40DWJ_34-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
6_GOMatt2520,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOMark1509,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7_Origins6Guide0203,1,1,19,19,19,N/A,N/A,N/A,N/A
2_Broken3PickUp,1,1,19,19,N/A,N/A,N/A,N/A,N/A
7_0-nfs0502,0,0,19,19,N/A,N/A,N/A,N/A,N/A
7_0-nfs0703,0,0,19,19,19,N/A,N/A,N/A,N/A
3_0-40DWJ_28-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
8_NBC04,0,0,19,19,19,19,N/A,N/A,N/A
1_jf6128-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_CSF0201,0,0,0,0,0,N/A,N/A,N/A,N/A
3_0-6DWJ-MAP_03-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
9_0-TheSavior5555,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_GOJ4947-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
3_0-40DWJ_01-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_fj_2-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_GOJ4916-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_GOJ-0-0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOJohn2219,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4_AIAWC-ThePrize_Falcao-0-0,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7369-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_VirtualMissionary,0,0,19,19,19,N/A,N/A,N/A,N/A
1_jf6151-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_0-1Torch,0,0,19,19,19,N/A,N/A,N/A,N/A
7_Origins7Belong0203,1,1,19,19,19,N/A,N/A,N/A,N/A
1_cl1303-0-0,0,0,0,0,0,0,0,0,N/A
6_GOMark1503,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7356-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_Acts7317-0-0,0,0,0,0,0,0,0,N/A,N/A
2_GOJ4913-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
7_0-nfs0301,0,0,19,19,19,N/A,N/A,N/A,N/A
7_Light1111,1,0,19,19,19,N/A,N/A,N/A,N/A
2_Acts7364-0-0,0,0,0,0,0,0,0,N/A,N/A
0_JesusVisionJohn,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1_jf6136-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
1_jf6134-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
3_0-40DWJ_13-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_Acts7348-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_ThereIsHopeMena,0,0,19,19,19,19,N/A,N/A,N/A
2_0-FallingPlates,0,0,0,0,0,0,N/A,N/A,N/A
7_Origins1Master0203,1,1,19,19,19,N/A,N/A,N/A,N/A
10_Darkroom05Religion,1,1,19,19,19,19,19,N/A,N/A
2_WorkerBunny,0,0,19,19,19,N/A,N/A,N/A,N/A
4_Injury4FufillChrist,0,0,19,19,19,N/A,N/A,N/A,N/A
2_Acts7372-0-0,0,0,0,0,0,0,N/A,N/A,N/A
1_jf6135-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
6_GOJohn2210,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6_GOMark1514,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2_Acts7351-0-0,0,0,0,0,0,0,N/A,N/A,N/A
2_GOJ4946-0-0,0,0,0,0,0,0,N/A,N/A,N/A
9_0-TheSavior5529,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9_0-TheSavior5550,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7_0-nfs0101,0,0,19,19,19,N/A,N/A,N/A,N/A
11_Shema0506,1,1,19,19,19,N/A,N/A,N/A,N/A
3_0-40DWJ_15-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_FabioStory,0,0,19,19,19,N/A,N/A,N/A,N/A
1_jf6153-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
2_GOJ4933-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
2_0-LeaderImpact_01,19,19,19,19,19,N/A,N/A,N/A,N/A
9_0-TheSavior5525,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1_jf6156-0-0,0,0,0,0,0,N/A,N/A,N/A,N/A
1_wl604427-0-0,0,0,0,0,N/A,N/A,N/A,N/A,N/A
